2018-10-25 20:55:56,464 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 20:55:56,481 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 20:55:56,526 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 20:55:56,576 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 377
2018-10-25 20:55:56,604 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 377
2018-10-25 20:55:56,653 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 20:55:56,692 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 20:55:56,725 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 20:55:56,792 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 20:55:57,277 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 20:55:57,315 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 20:55:57,331 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 20:55:57,359 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 20:56:56,301 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 20:56:56,318 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 20:56:56,349 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 20:56:56,429 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:00:50:41:00:00:59:43
2018-10-25 20:56:56,457 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 20:56:56,473 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 20:56:56,518 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 20:56:56,569 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 13
2018-10-25 20:56:56,596 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 13
2018-10-25 20:56:56,640 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 20:56:56,678 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 20:56:56,711 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 20:56:56,772 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 20:56:57,271 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 20:57:56,301 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 20:57:56,319 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 20:57:56,349 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 20:57:56,418 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:00:74:42:00:00:e0:41
2018-10-25 20:57:56,446 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 20:57:56,462 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 20:57:56,506 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 20:57:56,555 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 61
2018-10-25 20:57:56,582 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 61
2018-10-25 20:57:56,631 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 20:57:56,669 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 20:57:56,701 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 20:57:56,762 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 20:57:57,230 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 20:57:57,268 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 20:57:57,284 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 20:57:57,311 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 20:58:56,302 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 20:58:56,320 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 20:58:56,351 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
